female	male	year	age
3.8953078697	3.8401833891	2010	35~40
4.0164927887	4.0244152058	2010	40~45
4.1118942335	4.1121705467	2010	45~50
3.8713333834	3.8153195197	2010	50~55
3.4489714091	3.3402551226	2010	55~60
2.2732847071	2.1618916366	2010	60~65
1.6634787752	1.5177926479	2010	65~70
1.5115885534	1.2899076652	2010	70~75
1.1337259542	1.0129209658	2010	75~80
0.7581170344	0.8138675371	2010	80~85
0.3810704226	0.3670043545	2010	85~90
0.1619627009	0.1297765321	2010	90+
1.9730709852	2.1474613122	2011	0~5
2.2760430696	2.4963582209	2011	5~10
2.961440715	3.2233577462	2011	10~15
3.3344496634	3.607393647	2011	15~20
3.3200082739	3.5863774209	2011	20~25
3.7841736494	3.8750071475	2011	25~30
4.3711381985	4.339620318	2011	30~35
4.004729921	3.9375649733	2011	35~40
3.9726049339	3.9587921797	2011	40~45
4.1099703629	4.0956064764	2011	45~50
3.9065164165	3.8476830397	2011	50~55
3.5197463827	3.4043444384	2011	55~60
2.5977579592	2.4628467914	2011	60~65
1.6320750753	1.4875836774	2011	65~70
1.5555667122	1.3290513221	2011	70~75
1.1615587607	0.9869100903	2011	75~80
0.791382977	0.8165542242	2011	80~85
0.4060768885	0.3962081751	2011	85~90
0.1786616027	0.1443062518	2011	90+
2.0249082361	2.1940423117	2012	0~5
2.185052708	2.3967029771	2012	5~10
2.7902426087	3.0415054635	2012	10~15
3.3302750381	3.5986035577	2012	15~20
3.3248881382	3.60422206	2012	20~25
3.5632841939	3.678300512	2012	25~30
4.3884191602	4.3566638997	2012	30~35
4.0568932118	3.982231465	2012	35~40
3.9638962761	3.9157572913	2012	40~45
4.0305076956	4.0110402284	2012	45~50
3.9718436691	3.9119101184	2012	50~55
3.5729385822	3.4456301819	2012	55~60
2.8301253973	2.6782371216	2012	60~65
1.6754459697	1.5304457205	2012	65~70
1.5771993799	1.351953193	2012	70~75
1.2028012566	0.98362391	2012	75~80
0.8203356502	0.8033514752	2012	80~85
0.4302057204	0.4227901551	2012	85~90
0.1946532273	0.1590722386	2012	90+
2.0310935663	2.1914245939	2013	0~5
2.1231507436	2.3262138941	2013	5~10
2.6975272913	2.9485079203	2013	10~15
3.1994029824	3.4617768477	2013	15~20
3.2873101639	3.5646411278	2013	20~25
3.4582728821	3.6030991827	2013	25~30
4.3247449667	4.2926573695	2013	30~35
4.1571878122	4.0747012955	2013	35~40
3.9181180992	3.8499512076	2013	40~45
3.9832259732	3.9587281623	2013	45~50
4.0209609876	3.9528668279	2013	50~55
3.6514915577	3.5171215355	2013	55~60
3.0249320203	2.853289045	2013	60~65
1.7697379474	1.6194096935	2013	65~70
1.6010256394	1.3786885388	2013	70~75
1.2425558379	0.9958107717	2013	75~80
0.8474077735	0.7790483563	2013	80~85
0.4605383092	0.4507665663	2013	85~90
0.2102336589	0.1723788508	2013	90+
2.0664466336	2.2227766931	2014	0~5
2.0744052393	2.2646863266	2014	5~10
2.5569058443	2.8001618008	2014	10~15
3.108678324	3.3683080982	2014	15~20
3.3026634701	3.5843383687	2014	20~25
3.314513898	3.4843842555	2014	25~30
4.2055022087	4.1819379081	2014	30~35
4.275320304	4.1920685944	2014	35~40
3.8735280687	3.7849037668	2014	40~45
3.9573814745	3.9163210434	2014	45~50
4.0293375116	3.9597882593	2014	50~55
3.7263386706	3.5871932251	2014	55~60
3.1821578046	2.9942920368	2014	60~65
1.9301091037	1.7649072259	2014	65~70
1.5986171741	1.3829410936	2014	70~75
1.2857266184	1.0203060517	2014	75~80
0.8783910968	0.7536223498	2014	80~85
0.4891747387	0.4708123364	2014	85~90
0.225478181	0.1855742015	2014	90+
2.159221872	2.3208210565	2015	0~5
1.9892411372	2.1718133529	2015	5~10
2.3528531368	2.575647429	2015	10~15
3.0594616721	3.3249682425	2015	15~20
3.2800722491	3.5476050348	2015	20~25
3.2704392128	3.4825916179	2015	25~30
4.0416397462	4.0373574509	2015	30~35
4.362445819	4.2748247771	2015	35~40
3.844683956	3.7367326529	2015	40~45
3.9417847909	3.8869152209	2015	45~50
4.0235570516	3.9421806691	2015	50~55
3.7700460164	3.62541	2015	55~60
3.3344693193	3.134406098	2015	60~65
2.1717750421	1.9871340436	2015	65~70
1.5383997173	1.3327814309	2015	70~75
1.331998188	1.0541640555	2015	75~80
0.9109157412	0.7293821737	2015	80~85
0.5167530121	0.4859809313	2015	85~90
0.2449294175	0.2045966652	2015	90+
2.0641158954	2.0641158954	2016	0~5
1.9708430278	1.9708430278	2016	5~10
2.2368250751	2.2368250751	2016	10~15
2.9108817414	2.9108817414	2016	15~20
3.2761168264	3.2761168264	2016	20~25
3.2791026763	3.2791026763	2016	25~30
3.7869766801	3.7869766801	2016	30~35
4.3277712668	4.3277712668	2016	35~40
3.9370526943	3.9370526943	2016	40~45
3.8890292168	3.8890292168	2016	45~50
4.0123638749	4.0123638749	2016	50~55
3.7964339889	3.7964339889	2016	55~60
3.3985917292	3.3985917292	2016	60~65
2.4765994075	2.4765994075	2016	65~70
1.5079177115	1.5079177115	2016	70~75
1.3705050889	1.3705050889	2016	75~80
0.9346218313	0.9346218313	2016	80~85
0.5451399512	0.5451399512	2016	85~90
0.2791113162	0.2791113162	2016	90+
1.964639654	1.964639654	2017	0~5
2.033218631	2.033218631	2017	5~10
2.1498159852	2.1498159852	2017	10~15
2.7455665467	2.7455665467	2017	15~20
3.2758129293	3.2758129293	2017	20~25
3.2856032889	3.2856032889	2017	25~30
3.5685311656	3.5685311656	2017	30~35
4.34773482	4.34773482	2017	35~40
3.9921775111	3.9921775111	2017	40~45
3.8850326267	3.8850326267	2017	45~50
3.939804578	3.939804578	2017	50~55
3.8648690474	3.8648690474	2017	55~60
3.4543581714	3.4543581714	2017	60~65
2.7016577554	2.7016577554	2017	65~70
1.5535543651	1.5535543651	2017	70~75
1.3930904558	1.3930904558	2017	75~80
0.972578039	0.972578039	2017	80~85
0.5681745228	0.5681745228	2017	85~90
0.3037799066	0.3037799066	2017	90+
1.9399344616	1.9399344616	2018	0~5
2.0296313075	2.0296313075	2018	5~10
2.089020496	2.089020496	2018	10~15
2.6547451772	2.6547451772	2018	15~20
3.1471508611	3.1471508611	2018	20~25
3.2480218913	3.2480218913	2018	25~30
3.4627583651	3.4627583651	2018	30~35
4.2828558518	4.2828558518	2018	35~40
4.0888750462	4.0888750462	2018	40~45
3.8400640518	3.8400640518	2018	45~50
3.8944391832	3.8944391832	2018	50~55
3.9139982192	3.9139982192	2018	55~60
3.53223887	3.53223887	2018	60~65
2.8893314181	2.8893314181	2018	65~70
1.6446444225	1.6446444225	2018	70~75
1.4162941517	1.4162941517	2018	75~80
1.0072187253	1.0072187253	2018	80~85
0.5886376579	0.5886376579	2018	85~90
0.3301398425	0.3301398425	2018	90+
1.9129163174	1.9129163174	2019	0~5
2.028969139	2.028969139	2019	5~10
2.0420545151	2.0420545151	2019	10~15
2.5178879026	2.5178879026	2019	15~20
3.0591986284	3.0591986284	2019	20~25
3.2637164974	3.2637164974	2019	25~30
3.3238621336	3.3238621336	2019	30~35
4.1674231825	4.1674231825	2019	35~40
4.2048880608	4.2048880608	2019	40~45
3.7973870791	3.7973870791	2019	45~50
3.8713244999	3.8713244999	2019	50~55
3.9256927239	3.9256927239	2019	55~60
3.6081621127	3.6081621127	2019	60~65
3.0436450274	3.0436450274	2019	65~70
1.7980198193	1.7980198193	2019	70~75
1.4172572396	1.4172572396	2019	75~80
1.0472463651	1.0472463651	2019	80~85
0.6135620168	0.6135620168	2019	85~90
0.3567867396	0.3567867396	2019	90+
1.8884888312	1.8884888312	2020	0~5
2.0742652262	2.0742652262	2020	5~10
1.9603271276	1.9603271276	2020	10~15
2.3187462906	2.3187462906	2020	15~20
3.0124989821	3.0124989821	2020	20~25
3.2436239577	3.2436239577	2020	25~30
3.2851445203	3.2851445203	2020	30~35
4.0128498838	4.0128498838	2020	35~40
4.2931934316	4.2931934316	2020	40~45
3.7708662653	3.7708662653	2020	45~50
3.8592842446	3.8592842446	2020	50~55
3.9244780758	3.9244780758	2020	55~60
3.6554213044	3.6554213044	2020	60~65
3.194778953	3.194778953	2020	65~70
2.0265954902	2.0265954902	2020	70~75
1.3665142455	1.3665142455	2020	75~80
1.0888402365	1.0888402365	2020	80~85
0.640084888	0.640084888	2020	85~90
0.3839980457	0.3839980457	2020	90+
1.8033770014	1.8033770014	2021	0~5
2.0508186924	2.0508186924	2021	5~10
1.9511596324	1.9511596324	2021	10~15
2.2156357331	2.2156357331	2021	15~20
2.8812618977	2.8812618977	2021	20~25
3.2546130138	3.2546130138	2021	25~30
3.3020231457	3.3020231457	2021	30~35
3.7765147573	3.7765147573	2021	35~40
4.2802825555	4.2802825555	2021	40~45
3.8821247394	3.8821247394	2021	45~50
3.8266527448	3.8266527448	2021	50~55
3.9316206317	3.9316206317	2021	55~60
3.6983973638	3.6983973638	2021	60~65
3.2707954931	3.2707954931	2021	65~70
2.3234112129	2.3234112129	2021	70~75
1.3481776245	1.3481776245	2021	75~80
1.1277962619	1.1277962619	2021	80~85
0.662868932	0.662868932	2021	85~90
0.4124685667	0.4124685667	2021	90+
1.7798759624	1.7798759624	2022	0~5
1.9450719473	1.9450719473	2022	5~10
2.015674398	2.015674398	2022	10~15
2.133043322	2.133043322	2022	15~20
2.7224157457	2.7224157457	2022	20~25
3.2591486389	3.2591486389	2022	25~30
3.3121151492	3.3121151492	2022	30~35
3.5660986835	3.5660986835	2022	35~40
4.3063680208	4.3063680208	2022	40~45
3.9426157433	3.9426157433	2022	45~50
3.8291328466	3.8291328466	2022	50~55
3.8674397695	3.8674397695	2022	55~60
3.7721713159	3.7721713159	2022	60~65
3.3312895708	3.3312895708	2022	65~70
2.5401078262	2.5401078262	2022	70~75
1.3950334978	1.3950334978	2022	75~80
1.1507168232	1.1507168232	2022	80~85
0.6939597973	0.6939597973	2022	85~90
0.4377209418	0.4377209418	2022	90+
1.7609145558	1.7609145558	2023	0~5
1.9130157766	1.9130157766	2023	5~10
2.0150992974	2.0150992974	2023	10~15
2.0759732928	2.0759732928	2023	15~20
2.6364253503	2.6364253503	2023	20~25
3.1365562793	3.1365562793	2023	25~30
3.278781287	3.278781287	2023	30~35
3.466320438	3.466320438	2023	35~40
4.2486061472	4.2486061472	2023	40~45
4.0439406878	4.0439406878	2023	45~50
3.7909203173	3.7909203173	2023	50~55
3.8294492759	3.8294492759	2023	55~60
3.8269781284	3.8269781284	2023	60~65
3.4130525507	3.4130525507	2023	65~70
2.7218600386	2.7218600386	2023	70~75
1.4834591441	1.4834591441	2023	75~80
1.1737531637	1.1737531637	2023	80~85
0.722282898	0.722282898	2023	85~90
0.4626113713	0.4626113713	2023	90+
1.7455466009	1.7455466009	2024	0~5
1.879418553	1.879418553	2024	5~10
2.0173297269	2.0173297269	2024	10~15
2.0322769408	2.0322769408	2024	15~20
2.5042924581	2.5042924581	2024	20~25
3.0537856927	3.0537856927	2024	25~30
3.2982486101	3.2982486101	2024	30~35
3.3334714622	3.3334714622	2024	35~40
4.1405247389	4.1405247389	2024	40~45
4.1642703407	4.1642703407	2024	45~50
3.7545174407	3.7545174407	2024	50~55
3.8128078075	3.8128078075	2024	55~60
3.8448536965	3.8448536965	2024	60~65
3.4929307338	3.4929307338	2024	65~70
2.872753209	2.872753209	2024	70~75
1.6284217232	1.6284217232	2024	75~80
1.1785319333	1.1785319333	2024	80~85
0.755284265	0.755284265	2024	85~90
0.4907340668	0.4907340668	2024	90+
1.7319336909	1.7319336909	2025	0~5
1.8493655475	1.8493655475	2025	5~10
2.0651328809	2.0651328809	2025	10~15
1.9538349623	1.9538349623	2025	15~20
2.3099004352	2.3099004352	2025	20~25
3.0116631014	3.0116631014	2025	25~30
3.2822049105	3.2822049105	2025	30~35
3.2993724053	3.2993724053	2025	35~40
3.9932563503	3.9932563503	2025	40~45
4.2574340943	4.2574340943	2025	45~50
3.73381086	3.73381086	2025	50~55
3.8068490731	3.8068490731	2025	55~60
3.8498996101	3.8498996101	2025	60~65
3.545198545	3.545198545	2025	65~70
3.0211652658	3.0211652658	2025	70~75
1.8397713322	1.8397713322	2025	75~80
1.1391049087	1.1391049087	2025	80~85
0.7896754695	0.7896754695	2025	85~90
0.5204265572	0.5204265572	2025	90+
1.7182685102	1.7182685102	2026	0~5
1.823559298	1.823559298	2026	5~10
2.0419559963	2.0419559963	2026	10~15
1.9448443117	1.9448443117	2026	15~20
2.2075545963	2.2075545963	2026	20~25
2.881629843	2.881629843	2026	25~30
3.2927647026	3.2927647026	2026	30~35
3.3159297636	3.3159297636	2026	35~40
3.759634607	3.759634607	2026	40~45
4.2450675197	4.2450675197	2026	45~50
3.8442036055	3.8442036055	2026	50~55
3.7755242408	3.7755242408	2026	55~60
3.8580348665	3.8580348665	2026	60~65
3.5887227278	3.5887227278	2026	65~70
3.0960227552	3.0960227552	2026	70~75
2.1116436291	2.1116436291	2026	75~80
1.1265616439	1.1265616439	2026	80~85
0.8202699179	0.8202699179	2026	85~90
0.5478074648	0.5478074648	2026	90+
1.7031449861	1.7031449861	2027	0~5
1.8023212801	1.8023212801	2027	5~10
1.939421491	1.939421491	2027	10~15
2.0115744313	2.0115744313	2027	15~20
2.128250209	2.128250209	2027	20~25
2.7276179847	2.7276179847	2027	25~30
3.301000157	3.301000157	2027	30~35
3.3298897876	3.3298897876	2027	35~40
3.5560733335	3.5560733335	2027	40~45
4.2764812966	4.2764812966	2027	45~50
3.9093227139	3.9093227139	2027	50~55
3.7832737073	3.7832737073	2027	55~60
3.8007857444	3.8007857444	2027	60~65
3.6663092007	3.6663092007	2027	65~70
3.1591840403	3.1591840403	2027	70~75
2.3131455184	2.3131455184	2027	75~80
1.1724277433	1.1724277433	2027	80~85
0.84025139	0.84025139	2027	85~90
0.5795249848	0.5795249848	2027	90+
1.6855746929	1.6855746929	2028	0~5
1.7857053145	1.7857053145	2028	5~10
1.9101600114	1.9101600114	2028	10~15
2.0137361947	2.0137361947	2028	15~20
2.0742951879	2.0742951879	2028	20~25
2.64571419	2.64571419	2028	25~30
3.1833809209	3.1833809209	2028	30~35
3.3011077711	3.3011077711	2028	35~40
3.4619941555	3.4619941555	2028	40~45
4.2252007469	4.2252007469	2028	45~50
4.0153564042	4.0153564042	2028	50~55
3.7511827111	3.7511827111	2028	55~60
3.7695660183	3.7695660183	2028	60~65
3.7260841169	3.7260841169	2028	65~70
3.2430984099	3.2430984099	2028	70~75
2.4835006573	2.4835006573	2028	75~80
1.2546115265	1.2546115265	2028	80~85
0.8602391379	0.8602391379	2028	85~90
0.609491832	0.609491832	2028	90+
1.6648489913	1.6648489913	2029	0~5
1.7728116999	1.7728116999	2029	5~10
1.8794670901	1.8794670901	2029	10~15
2.0188808617	2.0188808617	2029	15~20
2.0337725588	2.0337725588	2029	20~25
2.5180711624	2.5180711624	2029	25~30
3.1052875665	3.1052875665	2029	30~35
3.3250888474	3.3250888474	2029	35~40
3.3351032413	3.3351032413	2029	40~45
4.1242458617	4.1242458617	2029	45~50
4.1409937832	4.1409937832	2029	50~55
3.7211979327	3.7211979327	2029	55~60
3.7596129801	3.7596129801	2029	60~65
3.7503318577	3.7503318577	2029	65~70
3.326031625	3.326031625	2029	70~75
2.6268425647	2.6268425647	2029	75~80
1.3852043741	1.3852043741	2029	80~85
0.8672423225	0.8672423225	2029	85~90
0.6449646789	0.6449646789	2029	90+
1.6411014209	1.6411014209	2030	0~5
1.7617965544	1.7617965544	2030	5~10
1.8524164911	1.8524164911	2030	10~15
2.0699068563	2.0699068563	2030	15~20
1.9585795446	1.9585795446	2030	20~25
2.3283756734	2.3283756734	2030	25~30
3.0677455869	3.0677455869	2030	30~35
3.3141910376	3.3141910376	2030	35~40
3.306450943	3.306450943	2030	40~45
3.9844328868	3.9844328868	2030	45~50
4.2404013808	4.2404013808	2030	50~55
3.7071067661	3.7071067661	2030	55~60
3.7605029308	3.7605029308	2030	60~65
3.762348807	3.762348807	2030	65~70
3.3834449571	3.3834449571	2030	70~75
2.7688478855	2.7688478855	2030	75~80
1.5693010313	1.5693010313	2030	80~85
0.8405029543	0.8405029543	2030	85~90
0.6825462923	0.6825462923	2030	90+
1.6147513589	1.6147513589	2031	0~5
1.7508280361	1.7508280361	2031	5~10
1.8297428447	1.8297428447	2031	10~15
2.0502345427	2.0502345427	2031	15~20
1.95288625	1.95288625	2031	20~25
2.2301448434	2.2301448434	2031	25~30
2.9428824187	2.9428824187	2031	30~35
3.3301788699	3.3301788699	2031	35~40
3.3285275457	3.3285275457	2031	40~45
3.7585273247	3.7585273247	2031	45~50
4.2355583295	4.2355583295	2031	50~55
3.8237483278	3.8237483278	2031	55~60
3.7366399259	3.7366399259	2031	60~65
3.7778978198	3.7778978198	2031	65~70
3.4330609895	3.4330609895	2031	70~75
2.8459417048	2.8459417048	2031	75~80
1.8067755723	1.8067755723	2031	80~85
0.8354818056	0.8354818056	2031	85~90
0.7161914901	0.7161914901	2031	90+
1.5860545623	1.5860545623	2032	0~5
1.7385316327	1.7385316327	2032	5~10
1.8117514452	1.8117514452	2032	10~15
1.9510252879	1.9510252879	2032	15~20
2.0233693761	2.0233693761	2032	20~25
2.1548711658	2.1548711658	2032	25~30
2.7939393817	2.7939393817	2032	30~35
3.3442605199	3.3442605199	2032	35~40
3.3484412613	3.3484412613	2032	40~45
3.5622316621	3.5622316621	2032	45~50
4.274805985	4.274805985	2032	50~55
3.8959415569	3.8959415569	2032	55~60
3.751661771	3.751661771	2032	60~65
3.7294486878	3.7294486878	2032	65~70
3.5152751576	3.5152751576	2032	70~75
2.9115390484	2.9115390484	2032	75~80
1.984151243	1.984151243	2032	80~85
0.8767642055	0.8767642055	2032	85~90
0.7459360499	0.7459360499	2032	90+
1.5556495849	1.5556495849	2033	0~5
1.7238641906	1.7238641906	2033	5~10
1.7985010339	1.7985010339	2033	10~15
1.9253309132	1.9253309132	2033	15~20
2.0294511033	2.0294511033	2033	20~25
2.1049109144	2.1049109144	2033	25~30
2.7170554197	2.7170554197	2033	30~35
3.2326679196	3.2326679196	2033	35~40
3.3260557663	3.3260557663	2033	40~45
3.4750635711	3.4750635711	2033	45~50
4.2319448897	4.2319448897	2033	50~55
4.0095916679	4.0095916679	2033	55~60
3.727609158	3.727609158	2033	60~65
3.7072502023	3.7072502023	2033	65~70
3.5813530197	3.5813530197	2033	70~75
2.9971429936	2.9971429936	2033	75~80
2.1352045678	2.1352045678	2033	80~85
0.94654795	0.94654795	2033	85~90
0.7748051339	0.7748051339	2033	90+
1.5243187075	1.5243187075	2034	0~5
1.7060923654	1.7060923654	2034	5~10
1.7891134386	1.7891134386	2034	10~15
1.8982436574	1.8982436574	2034	15~20
2.0387522529	2.0387522529	2034	20~25
2.06841231	2.06841231	2034	25~30
2.594213851	2.594213851	2034	30~35
3.1606583043	3.1606583043	2034	35~40
3.3567244869	3.3567244869	2034	40~45
3.3549596119	3.3549596119	2034	45~50
4.1395121395	4.1395121395	2034	50~55
4.1435413025	4.1435413025	2034	55~60
3.705898864	3.705898864	2034	60~65
3.7061739644	3.7061739644	2034	65~70
3.6136682753	3.6136682753	2034	70~75
3.0826906141	3.0826906141	2034	75~80
2.2645546742	2.2645546742	2034	80~85
1.0533425632	1.0533425632	2034	85~90
0.7991286173	0.7991286173	2034	90+
1.4928786533	1.4928786533	2035	0~5
1.6853014652	1.6853014652	2035	5~10
1.7816933326	1.7816933326	2035	10~15
1.8748708639	1.8748708639	2035	15~20
2.0943586406	2.0943586406	2035	20~25
1.9969944047	1.9969944047	2035	25~30
2.4085992705	2.4085992705	2035	30~35
3.1294767698	3.1294767698	2035	35~40
3.3527648513	3.3527648513	2035	40~45
3.3332580349	3.3332580349	2035	45~50
4.0079501529	4.0079501529	2035	50~55
4.2519594499	4.2519594499	2035	55~60
3.7002188721	3.7002188721	2035	60~65
3.7158956605	3.7158956605	2035	65~70
3.6342888899	3.6342888899	2035	70~75
3.1454040811	3.1454040811	2035	75~80
2.3937886968	2.3937886968	2035	80~85
1.1976140709	1.1976140709	2035	85~90
0.802683839	0.802683839	2035	90+
1.4612055779	1.4612055779	2036	0~5
1.6619087807	1.6619087807	2036	5~10
1.7744069065	1.7744069065	2036	10~15
1.8559250022	1.8559250022	2036	15~20
2.0788840472	2.0788840472	2036	20~25
1.9956569143	1.9956569143	2036	25~30
2.3146800507	2.3146800507	2036	30~35
3.0102965874	3.0102965874	2036	35~40
3.3760817119	3.3760817119	2036	40~45
3.3626523441	3.3626523441	2036	45~50
3.7894726883	3.7894726883	2036	50~55
4.2566663749	4.2566663749	2036	55~60
3.825605402	3.825605402	2036	60~65
3.7014338269	3.7014338269	2036	65~70
3.6587334661	3.6587334661	2036	70~75
3.2014615721	3.2014615721	2036	75~80
2.470594543	2.470594543	2036	80~85
1.3847464032	1.3847464032	2036	85~90
0.8195878007	0.8195878007	2036	90+
1.4300233518	1.4300233518	2037	0~5
1.6361043791	1.6361043791	2037	5~10
1.765848163	1.765848163	2037	10~15
1.8417360365	1.8417360365	2037	15~20
1.9829366125	1.9829366125	2037	20~25
2.0714368007	2.0714368007	2037	25~30
2.2437166536	2.2437166536	2037	30~35
2.8664962314	2.8664962314	2037	35~40
3.3977455841	3.3977455841	2037	40~45
3.3901833309	3.3901833309	2037	45~50
3.6000519044	3.6000519044	2037	50~55
4.3057380853	4.3057380853	2037	55~60
3.9068559806	3.9068559806	2037	60~65
3.7249852906	3.7249852906	2037	65~70
3.6208812683	3.6208812683	2037	70~75
3.2875258516	3.2875258516	2037	75~80
2.5356102092	2.5356102092	2037	80~85
1.5254866333	1.5254866333	2037	85~90
0.8666376331	0.8666376331	2037	90+
1.3999738936	1.3999738936	2038	0~5
1.6085199793	1.6085199793	2038	5~10
1.7548999409	1.7548999409	2038	10~15
1.8323550019	1.8323550019	2038	15~20
1.9612360959	1.9612360959	2038	20~25
2.0821631593	2.0821631593	2038	25~30
2.1982060178	2.1982060178	2038	30~35
2.7950635824	2.7950635824	2038	35~40
3.2924957633	3.2924957633	2038	40~45
3.3751875861	3.3751875861	2038	45~50
3.5201315227	3.5201315227	2038	50~55
4.2723291569	4.2723291569	2038	55~60
4.0302256606	4.0302256606	2038	60~65
3.7101898614	3.7101898614	2038	65~70
3.6093026559	3.6093026559	2038	70~75
3.3593956106	3.3593956106	2038	75~80
2.6189828403	2.6189828403	2038	80~85
1.6463338712	1.6463338712	2038	85~90
0.9330077999	0.9330077999	2038	90+
1.3715063936	1.3715063936	2039	0~5
1.5799033214	1.5799033214	2039	5~10
1.740766425	1.740766425	2039	10~15
1.8269106782	1.8269106782	2039	15~20
1.9380534018	1.9380534018	2039	20~25
2.0962459687	2.0962459687	2039	25~30
2.166250328	2.166250328	2039	30~35
2.6767636	2.6767636	2039	35~40
3.2269849002	3.2269849002	2039	40~45
3.413939752	3.413939752	2039	45~50
3.4065590455	3.4065590455	2039	50~55
4.1887540503	4.1887540503	2039	55~60
4.174627862	4.174627862	2039	60~65
3.6978463202	3.6978463202	2039	65~70
3.6182876623	3.6182876623	2039	70~75
3.3997357811	3.3997357811	2039	75~80
2.7033522927	2.7033522927	2039	80~85
1.7521140452	1.7521140452	2039	85~90
1.021398172	1.021398172	2039	90+
1.3449222507	1.3449222507	2040	0~5
1.551071651	1.551071651	2040	5~10
1.7235037082	1.7235037082	2040	10~15
1.8234260975	1.8234260975	2040	15~20
1.9185559314	1.9185559314	2040	20~25
2.1574450457	2.1574450457	2040	25~30
2.0986960513	2.0986960513	2040	30~35
2.4941970106	2.4941970106	2040	35~40
3.2026826839	3.2026826839	2040	40~45
3.4176785418	3.4176785418	2040	45~50
3.3923253592	3.3923253592	2040	50~55
4.0650515306	4.0650515306	2040	55~60
4.2938775822	4.2938775822	2040	60~65
3.7015907373	3.7015907373	2040	65~70
3.6377363462	3.6377363462	2040	70~75
3.4289408296	3.4289408296	2040	75~80
2.7684980253	2.7684980253	2040	80~85
1.859107389	1.859107389	2040	85~90
1.1206932286	1.1206932286	2040	90+
1.3213747392	1.3213747392	2041	0~5
1.5218006442	1.5218006442	2041	5~10
1.7034453622	1.7034453622	2041	10~15
1.8200180967	1.8200180967	2041	15~20
1.9034385613	1.9034385613	2041	20~25
2.1465406382	2.1465406382	2041	25~30
2.1021554963	2.1021554963	2041	30~35
2.4041798872	2.4041798872	2041	35~40
3.0885327763	3.0885327763	2041	40~45
3.4490904827	3.4490904827	2041	45~50
3.4299465219	3.4299465219	2041	50~55
3.8523942932	3.8523942932	2041	55~60
4.3087461064	4.3087461064	2041	60~65
3.8371752815	3.8371752815	2041	65~70
3.6333838856	3.6333838856	2041	70~75
3.46194928	3.46194928	2041	75~80
2.8282404716	2.8282404716	2041	80~85
1.9290687407	1.9290687407	2041	85~90
1.2585187347	1.2585187347	2041	90+
1.3008544896	1.3008544896	2042	0~5
1.4928826257	1.4928826257	2042	5~10
1.6807542134	1.6807542134	2042	10~15
1.8152064573	1.8152064573	2042	15~20
1.8930504711	1.8930504711	2042	20~25
2.0534008703	2.0534008703	2042	25~30
2.1842903584	2.1842903584	2042	30~35
2.3371413768	2.3371413768	2042	35~40
2.9486905993	2.9486905993	2042	40~45
3.4787934662	3.4787934662	2042	45~50
3.4656200669	3.4656200669	2042	50~55
3.6682704932	3.6682704932	2042	55~60
4.3683080121	4.3683080121	2042	60~65
3.9280217777	3.9280217777	2042	65~70
3.6652091624	3.6652091624	2042	70~75
3.4351211183	3.4351211183	2042	75~80
2.9133709343	2.9133709343	2042	80~85
1.9877318045	1.9877318045	2042	85~90
1.3832817027	1.3832817027	2042	90+
1.2832666451	1.2832666451	2043	0~5
1.4650076962	1.4650076962	2043	5~10
1.6560744783	1.6560744783	2043	10~15
1.8078633714	1.8078633714	2043	15~20
1.8874863391	1.8874863391	2043	20~25
2.0357105534	2.0357105534	2043	25~30
2.2003322901	2.2003322901	2043	30~35
2.2957815459	2.2957815459	2043	35~40
2.8820981389	2.8820981389	2043	40~45
3.3787708102	3.3787708102	2043	45~50
3.4578978226	3.4578978226	2043	50~55
3.5950206087	3.5950206087	2043	55~60
4.3441389596	4.3441389596	2043	60~65
4.0615462824	4.0615462824	2043	65~70
3.6597383482	3.6597383482	2043	70~75
3.4344417935	3.4344417935	2043	75~80
2.9870015428	2.9870015428	2043	80~85
2.0620006129	2.0620006129	2043	85~90
1.5058221611	1.5058221611	2043	90+
1.2685016491	1.2685016491	2044	0~5
1.438640778	1.438640778	2044	5~10
1.6302056272	1.6302056272	2044	10~15
1.7971514139	1.7971514139	2044	15~20
1.8859093778	1.8859093778	2044	20~25
2.0163993283	2.0163993283	2044	25~30
2.2198455511	2.2198455511	2044	30~35
2.2681069413	2.2681069413	2044	35~40
2.7671335517	2.7671335517	2044	40~45
3.3189528871	3.3189528871	2044	45~50
3.5050765666	3.5050765666	2044	50~55
3.486933388	3.486933388	2044	55~60
4.2686822781	4.2686822781	2044	60~65
4.2167101886	4.2167101886	2044	65~70
3.6568450582	3.6568450582	2044	70~75
3.4530598774	3.4530598774	2044	75~80
3.0324842284	3.0324842284	2044	80~85
2.1380050086	2.1380050086	2044	85~90
1.6313563007	1.6313563007	2044	90+
1.2562531564	1.2562531564	2045	0~5
1.4141150499	1.4141150499	2045	5~10
1.6039825345	1.6039825345	2045	10~15
1.7831590193	1.7831590193	2045	15~20
1.8863211016	1.8863211016	2045	20~25
2.0007673792	2.0007673792	2045	25~30
2.2878829672	2.2878829672	2045	30~35
2.203676176	2.203676176	2045	35~40
2.5857524698	2.5857524698	2045	40~45
3.3011506823	3.3011506823	2045	45~50
3.5164851264	3.5164851264	2045	50~55
3.4801294353	3.4801294353	2045	55~60
4.1518423977	4.1518423977	2045	60~65
4.3465318423	4.3465318423	2045	65~70
3.6701182553	3.6701182553	2045	70~75
3.4816214117	3.4816214117	2045	75~80
